,phrase,label,sentiment,subjectivity,language,count
Winter 1963,Winter 1963,DATE,,,en,1.0
An estimated 22.5%,An estimated 22.5%,PERCENT,,,en,1.0
6%,6%,PERCENT,,,en,1.0
about fifteen kilometers,about fifteen kilometers,QUANTITY,,,en,1.0
more than 5 million,more than 5 million,CARDINAL,,,en,1.0
Siberian,Siberian,NORP,,,en,1.0
April-May,April-May,DATE,,,en,1.0
"Some 850,000","Some 850,000",CARDINAL,,,en,1.0
Several dozen,Several dozen,CARDINAL,,,en,1.0
the 2026 Winter Olympics,the 2026 Winter Olympics,EVENT,,,en,1.0
"this Sunday, February 22","this Sunday, February 22",DATE,,,en,1.0
"Sunday, February 22","Sunday, February 22",DATE,,,en,1.0
The last day,The last day,DATE,,,en,1.0
One evening,One evening,TIME,,,en,1.0
around 12:25 p.m.,around 12:25 p.m.,TIME,,,en,1.0
"This Saturday, February 21","This Saturday, February 21",DATE,,,en,1.0
Saturday February 21,Saturday February 21,DATE,,,en,1.0
Norwegians,Norwegians,NORP,,,en,1.0
The penultimate day,The penultimate day,DATE,,,en,1.0
Olympics - Biathlon:,Olympics - Biathlon:,EVENT,,,en,1.0
the Milan-Cortina Winter Olympics,the Milan-Cortina Winter Olympics,FAC,,,en,1.0
Anglophones,Anglophones,NORP,,,en,1.0
"February 20, 2026","February 20, 2026",DATE,,,en,1.0
the Agricultural Show,the Agricultural Show,EVENT,,,en,1.0
24 hours,24 hours,TIME,,,en,1.0
ninth,ninth,ORDINAL,,,en,1.0
"around 200,000","around 200,000",CARDINAL,,,en,1.0
Charente-Maritime,Charente-Maritime,EVENT,,,en,1.0
a month and a half,a month and a half,DATE,,,en,1.0
eighth,eighth,ORDINAL,,,en,1.0
25°,25°,CARDINAL,,,en,1.0
close to,close to,CARDINAL,,,en,1.0
a few years,a few years,DATE,,,en,1.0
the following year,the following year,DATE,,,en,1.0
iOS 15,iOS 15,PRODUCT,,,en,1.0
almost six years ago,almost six years ago,DATE,,,en,1.0
Dark Sky,Dark Sky,WORK_OF_ART,,,en,1.0
Monday February 23,Monday February 23,DATE,,,en,1.0
Couthures-sur-Garonne,Couthures-sur-Garonne,FAC,,,en,1.0
nearly ten days,nearly ten days,DATE,,,en,1.0
ten days,ten days,DATE,,,en,1.0
The Olympic Games,The Olympic Games,EVENT,,,en,1.0
the 1980s,the 1980s,DATE,,,en,1.0
the 23rd day,the 23rd day,DATE,,,en,1.0
A fortnight ago,A fortnight ago,DATE,,,en,1.0
the Olympic shorttrack,the Olympic shorttrack,EVENT,,,en,1.0
Juli,Juli,DATE,,,en,1.0
Never in the history of the left has a party been as disqualified as LFI in the eyes of public opinion,Never in the history of the left has a party been as disqualified as LFI in the eyes of public opinion,WORK_OF_ART,,,en,1.0
Les Habitantes,Les Habitantes,WORK_OF_ART,,,en,1.0
The Sea,The Sea,WORK_OF_ART,,,en,1.0
2002,2002,DATE,,,en,1.0
the age of 88,the age of 88,DATE,,,en,1.0
"the night of Friday March 20 to Saturday March 21, 2026","the night of Friday March 20 to Saturday March 21, 2026",TIME,,,en,1.0
69 years old,69 years old,DATE,,,en,1.0
Avenir Huy-Waremme,Avenir Huy-Waremme,FAC,,,en,1.0
The weekend,The weekend,DATE,,,en,1.0
Oscar,Oscar,WORK_OF_ART,,,en,1.0
"this Sunday March 22, 2026","this Sunday March 22, 2026",DATE,,,en,1.0
Oscars,Oscars,PRODUCT,,,en,1.0
eight decades,eight decades,DATE,,,en,1.0
1:30 p.m.,1:30 p.m.,TIME,,,en,1.0
this Friday March 20,this Friday March 20,DATE,,,en,1.0
50 GB,50 GB,QUANTITY,,,en,1.0
"March 24, 2026","March 24, 2026",DATE,,,en,1.0
Firefox 149,Firefox 149,PRODUCT,,,en,1.0
"this Thursday, March 19, 2026","this Thursday, March 19, 2026",DATE,,,en,1.0
17 degrees,17 degrees,QUANTITY,,,en,1.0
the summer of 2026,the summer of 2026,DATE,,,en,1.0
1997 to 2002,1997 to 2002,DATE,,,en,1.0
951,951,CARDINAL,,,en,1.0
Double,Double,WORK_OF_ART,,,en,1.0
the Series Mania Festival,the Series Mania Festival,EVENT,,,en,1.0
-22%,-22%,PERCENT,,,en,1.0
this Twin Pack,this Twin Pack,WORK_OF_ART,,,en,1.0
Final Fantasy VII,Final Fantasy VII,EVENT,,,en,1.0
Helmcken Falls,Helmcken Falls,FAC,,,en,1.0
2001,2001,DATE,,,en,1.0
Loft Story,Loft Story,WORK_OF_ART,,,en,1.0
Jackery SolarVault,Jackery SolarVault,PRODUCT,,,en,1.0
June 14,June 14,DATE,,,en,1.0
almost 50 years,almost 50 years,DATE,,,en,1.0
one year before his 40th,one year before his 40th,DATE,,,en,1.0
Téléfoot,Téléfoot,WORK_OF_ART,,,en,1.0
the Middle Ages,the Middle Ages,DATE,,,en,1.0
Guadeloupean,Guadeloupean,NORP,,,en,1.0
the Second World War,the Second World War,EVENT,,,en,1.0
Englishman,Englishman,NORP,,,en,1.0
the sunny days,the sunny days,DATE,,,en,1.0
spring 2026,spring 2026,DATE,,,en,1.0
the coming months,the coming months,DATE,,,en,1.0
their Paralympic Games,their Paralympic Games,EVENT,,,en,1.0
nearly 20%,nearly 20%,PERCENT,,,en,1.0
3.8%,3.8%,PERCENT,,,en,1.0
1900,1900,DATE,,,en,1.0
1991-2020,1991-2020,DATE,,,en,1.0
3.5°,3.5°,CARDINAL,,,en,1.0
last month,last month,DATE,,,en,1.0
rainy month of February,rainy month of February,DATE,,,en,1.0
The month of February 2026,The month of February 2026,DATE,,,en,1.0
February 2022,February 2022,DATE,,,en,1.0
More than a billion euros,More than a billion euros,MONEY,,,en,1.0
the beginning of 2024,the beginning of 2024,DATE,,,en,1.0
Sigma CP+ 2026,Sigma CP+ 2026,PRODUCT,,,en,1.0
Linky Meters: Beware of Fake Controllers,Linky Meters: Beware of Fake Controllers,WORK_OF_ART,,,en,1.0
900 million euros,900 million euros,MONEY,,,en,1.0
between 900 million euros,between 900 million euros,MONEY,,,en,1.0
one billion euros,one billion euros,MONEY,,,en,1.0
the 2027 World Cup,the 2027 World Cup,EVENT,,,en,1.0
104,104,CARDINAL,,,en,1.0
One hundred days before kickoff,One hundred days before kickoff,DATE,,,en,1.0
fifty-year-old,fifty-year-old,DATE,,,en,1.0
9/10,9/10,CARDINAL,,,en,1.0
Tomorrow,Tomorrow,DATE,,,en,1.0
the month of March,the month of March,DATE,,,en,1.0
every four years,every four years,DATE,,,en,1.0
62,62,CARDINAL,,,en,1.0
next summer,next summer,DATE,,,en,1.0
the afternoon,the afternoon,TIME,,,en,1.0
36,36,CARDINAL,,,en,1.0
between 10 and 15 degrees,between 10 and 15 degrees,QUANTITY,,,en,1.0
12 years,12 years,DATE,,,en,1.0
the Industrial Accelerator Act,the Industrial Accelerator Act,LAW,,,en,1.0
one day,one day,DATE,,,en,1.0
OSS 117,OSS 117,WORK_OF_ART,,,en,1.0
a rainy day,a rainy day,DATE,,,en,1.0
a morning,a morning,TIME,,,en,1.0
480,480,CARDINAL,,,en,1.0
9 and 13,9 and 13,DATE,,,en,1.0
tomorrow morning,tomorrow morning,TIME,,,en,1.0
Wednesday March 4,Wednesday March 4,DATE,,,en,1.0
a very busy weekend,a very busy weekend,DATE,,,en,1.0
"this Friday, February 20, 2026","this Friday, February 20, 2026",DATE,,,en,1.0
Thirty-six consecutive days,Thirty-six consecutive days,DATE,,,en,1.0
last Thursday,last Thursday,DATE,,,en,1.0
the beginning of last January,the beginning of last January,DATE,,,en,1.0
One morning,One morning,TIME,,,en,1.0
"6,500 mAh","6,500 mAh",QUANTITY,,,en,1.0
7s,7s,CARDINAL,,,en,1.0
15,15,CARDINAL,,,en,1.0
a few more days,a few more days,DATE,,,en,1.0
"This Sunday, February 15, 2026","This Sunday, February 15, 2026",DATE,,,en,1.0
Around 70,Around 70,CARDINAL,,,en,1.0
the beginning of next week,the beginning of next week,DATE,,,en,1.0
"this Saturday, February 14","this Saturday, February 14",DATE,,,en,1.0
46,46,DATE,,,en,1.0
Twenty-three,Twenty-three,CARDINAL,,,en,1.0
Marmottes,Marmottes,NORP,,,en,1.0
around 11:30 a.m.,around 11:30 a.m.,TIME,,,en,1.0
"This Friday, February 13","This Friday, February 13",DATE,,,en,1.0
coldest day,coldest day,DATE,,,en,1.0
70 years ago,70 years ago,DATE,,,en,1.0
monthly,monthly,DATE,,,en,1.0
11th,11th,ORDINAL,,,en,1.0
4/5,4/5,CARDINAL,,,en,1.0
12th,12th,ORDINAL,,,en,1.0
4 a.m.,4 a.m.,TIME,,,en,1.0
"1,500 m","1,500 m",QUANTITY,,,en,1.0
Between 50 and 70 cm,Between 50 and 70 cm,CARDINAL,,,en,1.0
90 centimeters,90 centimeters,QUANTITY,,,en,1.0
10-2,10-2,CARDINAL,,,en,1.0
Thirty,Thirty,CARDINAL,,,en,1.0
Jamaican,Jamaican,NORP,,,en,1.0
Rasta Rockett,Rasta Rockett,WORK_OF_ART,,,en,1.0
1988,1988,DATE,,,en,1.0
the Calgary Olympics,the Calgary Olympics,EVENT,,,en,1.0
the start of the Olympics,the start of the Olympics,DATE,,,en,1.0
more than half,more than half,CARDINAL,,,en,1.0
Saturday February 14,Saturday February 14,DATE,,,en,1.0
20%,20%,PERCENT,,,en,1.0
between 7 a.m. and 4 p.m.,between 7 a.m. and 4 p.m.,TIME,,,en,1.0
Charles de Gaulle,Charles de Gaulle,FAC,,,en,1.0
"over 5,000m","over 5,000m",QUANTITY,,,en,1.0
February 13,February 13,DATE,,,en,1.0
up to 180 km/h,up to 180 km/h,QUANTITY,,,en,1.0
"this Friday, February 13","this Friday, February 13",DATE,,,en,1.0
Storm Nils:,Storm Nils:,WORK_OF_ART,,,en,1.0
about the days,about the days,DATE,,,en,1.0
Le Tour,Le Tour,FAC,,,en,1.0
nighttime,nighttime,TIME,,,en,1.0
Two and a half years,Two and a half years,DATE,,,en,1.0
one day this weekend,one day this weekend,DATE,,,en,1.0
"365,000","365,000",CARDINAL,,,en,1.0
New Aquitaine,New Aquitaine,NORP,0.13636363636363635,0.45454545454545453,en,1.0
"498,000","498,000",CARDINAL,,,en,1.0
the end of the morning,the end of the morning,TIME,,,en,1.0
"Some 900,000","Some 900,000",CARDINAL,,,en,1.0
more than 120 km,more than 120 km,QUANTITY,,,en,1.0
up to 180 km,up to 180 km,QUANTITY,,,en,1.0
Snow in Île-de-France,Snow in Île-de-France,WORK_OF_ART,,,en,1.0
"This Sunday, February 15","This Sunday, February 15",DATE,,,en,1.0
75%,75%,PERCENT,,,en,1.0
This Thursday,This Thursday,DATE,,,en,1.0
162 km/h,162 km/h,QUANTITY,,,en,1.0
a weekend,a weekend,DATE,,,en,1.0
The day of Thursday February 12,The day of Thursday February 12,DATE,,,en,1.0
up to 1 meter,up to 1 meter,QUANTITY,,,en,1.0
at least five,at least five,CARDINAL,,,en,1.0
The Game Bakers,The Game Bakers,WORK_OF_ART,,,en,1.0
PS5,PS5,PRODUCT,,,en,1.0
Cairn,Cairn,WORK_OF_ART,,,en,1.0
more than twenty,more than twenty,CARDINAL,,,en,1.0
the Olympic podium,the Olympic podium,EVENT,,,en,1.0
13 hundredths,13 hundredths,CARDINAL,,,en,1.0
the 5000m,the 5000m,QUANTITY,,,en,1.0
80-20,80-20,CARDINAL,,,en,1.0
1.50 m,1.50 m,QUANTITY,,,en,1.0
"February 13, 2026","February 13, 2026",DATE,,,en,1.0
"up to 900,000","up to 900,000",CARDINAL,,,en,1.0
180 km/h,180 km/h,QUANTITY,,,en,1.0
10 km,10 km,QUANTITY,,,en,1.0
the 20th century,the 20th century,DATE,,,en,1.0
Cortina 2026,Cortina 2026,FAC,,,en,1.0
Tignes,Tignes,NORP,0.0,0.0,en,1.0
thirty-year-olds,thirty-year-olds,DATE,,,en,1.0
February 16,February 16,DATE,,,en,1.0
"1,500m","1,500m",QUANTITY,,,en,1.0
Bormio,Bormio,NORP,,,en,1.0
40 to 70 cm above 1500m,40 to 70 cm above 1500m,QUANTITY,,,en,1.0
"This Wednesday, February 18, 2026","This Wednesday, February 18, 2026",DATE,,,en,1.0
35 days,35 days,DATE,,,en,1.0
5 meters,5 meters,QUANTITY,,,en,1.0
next September,next September,DATE,,,en,1.0
the busiest days,the busiest days,DATE,,,en,1.0
just over a month,just over a month,DATE,,,en,1.0
January 9,January 9,DATE,,,en,1.0
35 consecutive days,35 consecutive days,DATE,,,en,1.0
"this Wednesday, January 18","this Wednesday, January 18",DATE,,,en,1.0
Bonneval-sur-Arc,Bonneval-sur-Arc,FAC,,,en,1.0
Monday to Tuesday,Monday to Tuesday,DATE,,,en,1.0
Wednesday February 18,Wednesday February 18,DATE,,,en,1.0
45 cm,45 cm,QUANTITY,,,en,1.0
5.8%,5.8%,PERCENT,,,en,1.0
Feb. 18 2026,Feb. 18 2026,DATE,,,en,1.0
up to 60 km/h,up to 60 km/h,QUANTITY,,,en,1.0
2 weeks,2 weeks,DATE,,,en,1.0
2025-2026 season,2025-2026 season,DATE,,,en,1.0
Olympic Games 2026 - Slalom,Olympic Games 2026 - Slalom,EVENT,,,en,1.0
Germans,Germans,NORP,,,en,1.0
the 18th and 19th,the 18th and 19th,DATE,,,en,1.0
2026 Olympics,2026 Olympics,EVENT,,,en,1.0
thirty-six consecutive days,thirty-six consecutive days,DATE,,,en,1.0
8 meters,8 meters,QUANTITY,,,en,1.0
the Milan-Cortina 2026 Olympic Games,the Milan-Cortina 2026 Olympic Games,FAC,,,en,1.0
thirty-five consecutive days,thirty-five consecutive days,DATE,,,en,1.0
"33,400","33,400",CARDINAL,,,en,1.0
1:25 p.m.,1:25 p.m.,TIME,,,en,1.0
"February 19, 2026","February 19, 2026",DATE,,,en,1.0
3rd,3rd,ORDINAL,,,en,1.0
Dole,Dole,NORP,,,en,1.0
600,600,CARDINAL,,,en,1.0
More than 700,More than 700,CARDINAL,,,en,1.0
Frenchmen,Frenchmen,NORP,,,en,1.0
D-day,D-day,DATE,,,en,1.0
several billion euros,several billion euros,MONEY,,,en,1.0
"this Wednesday, February 18, 2026","this Wednesday, February 18, 2026",DATE,,,en,1.0
at least seven,at least seven,CARDINAL,,,en,1.0
Coutures,Coutures,WORK_OF_ART,,,en,1.0
thirty years,thirty years,DATE,,,en,1.0
"nearly 1,600","nearly 1,600",CARDINAL,,,en,1.0
"the start of the second round, Monday February 16","the start of the second round, Monday February 16",DATE,,,en,1.0
Sunday February 15,Sunday February 15,DATE,,,en,1.0
Late in the afternoon,Late in the afternoon,TIME,,,en,1.0
almost a week,almost a week,DATE,,,en,1.0
"400,000","400,000",CARDINAL,,,en,1.0
the end of December 2025,the end of December 2025,DATE,,,en,1.0
the quarters,the quarters,DATE,,,en,1.0
this Sunday February 15,this Sunday February 15,DATE,,,en,1.0
30 and 35 years old,30 and 35 years old,DATE,,,en,1.0
This Sunday,This Sunday,DATE,,,en,1.0
59,59,CARDINAL,,,en,1.0
at least 59,at least 59,CARDINAL,,,en,1.0
7th,7th,ORDINAL,,,en,1.0
ten seconds,ten seconds,TIME,,,en,1.0
The first week,The first week,DATE,,,en,1.0
the end of February,the end of February,DATE,,,en,1.0
Nearly half,Nearly half,CARDINAL,,,en,1.0
01,01,CARDINAL,,,en,1.0
02:10]04,02:10]04,PRODUCT,,,en,1.0
Twenty-four,Twenty-four,CARDINAL,,,en,1.0
this Wednesday and Thursday,this Wednesday and Thursday,DATE,,,en,1.0
"250,000","250,000",CARDINAL,,,en,1.0
around one billion euros,around one billion euros,MONEY,,,en,1.0
Wednesday morning,Wednesday morning,TIME,,,en,1.0
six days,six days,DATE,,,en,1.0
Valloire Galibier,Valloire Galibier,PRODUCT,,,en,1.0
the middle of the day this Tuesday,the middle of the day this Tuesday,DATE,,,en,1.0
Grenoble - Angers,Grenoble - Angers,EVENT,,,en,1.0
140 km,140 km,QUANTITY,,,en,1.0
50 years ago,50 years ago,DATE,,,en,1.0
Gap,Gap,FAC,,,en,1.0
La Grave,La Grave,FAC,,,en,1.0
the end of the Olympic tournament,the end of the Olympic tournament,DATE,,,en,1.0
Fédérale 3,Fédérale 3,PRODUCT,,,en,1.0
only 52%,only 52%,PERCENT,,,en,1.0
This Tuesday and Wednesday,This Tuesday and Wednesday,DATE,,,en,1.0
"this Tuesday, February 17, 2026","this Tuesday, February 17, 2026",DATE,,,en,1.0
week 23 of the year 2026,week 23 of the year 2026,DATE,,,en,1.0
